"NetC";"ARPA Sicilia";;;;;;;;;;;;;;;;;;;;;;;
"Stat";"C.da Gabbia";;;;;;;;;;;;;;;;;;;;;;;
"Parm";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"SO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"NO2";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene";"Benzene"
"PtId";"1";"1";"1";"1";"1";"1";"1";"1";"4";"4";"4";"4";"4";"4";"4";"4";"7";"7";"7";"7";"7";"7";"7";"7"
"Unit";"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";;"ug/m3 293K";;;"ug/m3 293K";;"ug/m3 293K";"ug/m3 293K";
"Field";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp";"Aver";"SWrd";"MinT";"Min";"MaxT";"Max";"Sigma";"Samp"
"03/09/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;
"03/09/2015 01:00";;;;;;;;;"6.91250331";"80400000";"00:27";"4.24460558";"00:28";"24.65281176";"2.23317585";"720";"0.91810387";"80400000";"00:52";"0.70024416";"00:22";"1.10838152";"0.15446399";"4"
"03/09/2015 02:00";"1.85641655";"80400000";"01:51";"0.50629718";"01:08";"4.30350974";"1.03217873";"720";;;;;;;;;"0.91164795";"80400000";"01:37";"0.84719151";"01:07";"1.00019916";"0.05881514";"4"
"03/09/2015 03:00";"0.50260343";"80400000";"03:00";"0.0";"02:30";"1.13916611";"0.56326647";"720";"6.39281789";"80400000";"02:40";"4.6717005";"03:00";"8.65467756";"0.7510967";"720";"0.67547411";"80400000";"02:22";"0.42241197";"02:52";"0.84604027";"0.16908642";"4"
"03/09/2015 04:00";"0.0";"80400000";"04:00";"0.0";"04:00";"0.0";"0.0";"720";"6.99904234";"80400000";"03:41";"3.17808434";"03:07";"10.64616705";"2.18016947";"720";"0.51071604";"80400000";"03:22";"0.29750606";"03:52";"0.66425253";"0.13355549";"4"
"03/09/2015 05:00";"0.0";"80400000";"05:00";"0.0";"05:00";"0.0";"0.0";"720";"4.58949979";"80400000";"04:56";"2.18233959";"04:21";"7.65893282";"1.33631974";"720";"0.39161721";"80400000";"04:22";"0.28570276";"04:37";"0.52707042";"0.08804474";"4"
"03/09/2015 06:00";"0.0";"80400000";"06:00";"0.0";"06:00";"0.0";"0.0";"720";"6.50211546";"80400000";"06:00";"2.68021101";"05:49";"13.13552604";"2.48527878";"720";"0.62789478";"80400000";"05:07";"0.50008229";"05:22";"0.83003981";"0.12901662";"4"
