"30/08/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 01:00";;;;;;;;;;;;;;;;;"18.27547082";"82400000";"00:33";"15.22248242";"00:45";"20.60230515";"0.9971429";"720";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 02:00";"12.0478905";"80400000";"02:00";"11.70596493";"01:05";"13.21447086";"0.38151026";"720";;;;;;;;;"17.40260445";"83400000";"01:48";"13.02164231";"01:10";"21.82500075";"2.36822261";"720";"26.87589416";"80400000";"01:12";"24.27935992";"01:56";"29.88228472";"1.73600231";"720";;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 03:00";"11.25970533";"80400000";"03:00";"10.80086544";"02:04";"12.30937137";"0.4887641";"720";;;;;;;;;;;;;;;;;"22.84069464";"80400000";"03:00";"15.6415137";"02:02";"29.18191912";"3.64527962";"720";;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 04:00";"11.16374121";"80400000";"04:00";"10.19746917";"03:19";"12.30937137";"0.52381399";"720";;;;;;;;;"25.38475905";"82400000";"03:02";"23.0301603";"03:37";"27.45588825";"0.79451673";"720";"11.57355206";"80400000";"04:00";"9.80512796";"03:01";"15.6415137";"1.37184662";"720";;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 05:00";"10.96009713";"80400000";"04:45";"10.19746917";"04:54";"11.70596493";"0.46323028";"720";;;;;;;;;"27.42448695";"82400000";"04:00";"24.9971505";"04:56";"29.6687622";"0.84463911";"720";"9.60280012";"80400000";"04:59";"8.40439676";"04:32";"10.73895067";"0.53767734";"720";;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 06:00";"10.6885683";"80400000";"05:49";"10.19746917";"05:28";"11.70596493";"0.39340408";"720";;;;;;;;;"27.9817902";"82400000";"05:55";"26.22652935";"05:53";"29.6687622";"0.76499073";"720";"8.34538288";"80400000";"05:50";"7.00366365";"05:30";"9.80512796";"0.56825787";"720";;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 07:00";"10.81594755";"80400000";"06:47";"10.19746917";"07:00";"11.70596493";"0.47916362";"720";;;;;;;;;"25.43495325";"82400000";"06:49";"23.0301603";"06:02";"28.43938335";"1.06700381";"720";"9.37064126";"80400000";"06:05";"7.93748445";"06:14";"10.73895067";"0.56183929";"720";;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 08:00";"10.99110546";"80400000";"07:56";"10.19746917";"07:54";"11.70596493";"0.37555166";"720";;;;;;;;;"24.8038749";"82400000";"08:00";"21.30905385";"07:22";"27.9476358";"1.73383455";"720";"11.54534432";"80400000";"07:24";"9.57167276";"07:59";"17.97606952";"2.00185253";"720";;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 09:00";"11.24462322";"80400000";"08:58";"10.80086544";"09:00";"11.70596493";"0.45162224";"720";;;;;;;;;"25.08287565";"82400000";"08:05";"19.58794541";"08:58";"29.6687622";"2.69107146";"720";"18.88524655";"80400000";"09:00";"16.5753345";"08:13";"22.17826312";"1.70199357";"720";;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 10:00";"11.38751172";"80400000";"09:53";"10.80086544";"09:56";"12.30937137";"0.43629198";"720";;;;;;;;;"32.04211395";"82400000";"09:03";"27.9476358";"09:48";"34.340334";"1.35622095";"720";"14.22392057";"80400000";"09:27";"11.43931627";"09:59";"18.90989032";"1.96023594";"720";;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 11:00";"11.54212623";"80400000";"11:00";"10.80086544";"10:53";"12.30937137";"0.54721414";"720";;;;;;;;;"35.84873355";"82400000";"10:06";"32.6192475";"10:57";"40.2413046";"1.67712468";"720";"20.9993048";"80400000";"10:01";"18.67643512";"10:48";"22.64517352";"0.87687379";"720";;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 12:00";"11.64436524";"80400000";"11:44";"10.80086544";"11:56";"12.30937137";"0.32993819";"720";;;;;;;;;"39.39987345";"82400000";"11:56";"36.3073242";"11:23";"43.19180985";"1.86022179";"720";"18.62228728";"80400000";"11:37";"16.80879161";"11:04";"21.94480792";"1.33549567";"720";;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 13:00";"11.64185325";"80400000";"12:42";"10.80086544";"12:58";"12.30937137";"0.44073526";"720";;;;;;;;;"36.93740505";"82400000";"12:51";"34.340334";"12:35";"39.25782945";"0.96427328";"720";"14.93920168";"80400000";"13:00";"11.43931627";"12:06";"18.20952281";"2.2492443";"720";;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 14:00";"12.02527242";"80400000";"13:55";"10.80086544";"13:54";"12.30937137";"0.30740249";"720";;;;;;;;;"36.7348926";"82400000";"13:08";"33.11099505";"13:29";"39.25782945";"1.16411442";"720";"9.5924237";"80400000";"13:34";"8.40439676";"13:02";"11.90622667";"0.86961966";"720";;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 15:00";"11.99090799";"80400000";"15:00";"11.70596493";"14:55";"12.30937137";"0.30125472";"720";;;;;;;;;"35.7206745";"82400000";"14:53";"33.8486064";"14:01";"38.02847055";"0.82283975";"720";"8.72669304";"80400000";"14:59";"7.70402925";"14:19";"9.80512796";"0.37379026";"720";;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 16:00";"11.9154771";"80400000";"15:58";"10.80086544";"15:12";"13.21447086";"0.34523692";"720";;;;;;;;;"34.6432548";"82400000";"15:46";"32.6192475";"15:59";"38.02847055";"1.26574172";"720";"7.79189903";"80400000";"15:26";"6.77020845";"15:58";"8.63785005";"0.41970121";"720";;;;;;;;;;;;;;;;;;;;;;;;
"30/08/2015 17:00";"11.89662192";"80400000";"16:11";"10.80086544";"17:00";"12.30937137";"0.3858081";"720";;;;;;;;;"40.2174045";"82400000";"16:01";"36.3073242";"16:57";"43.92944115";"2.02098488";"720";"8.35219151";"80400000";"16:14";"7.23711885";"16:51";"10.03858316";"0.77090693";"720";;;;;;;;;;;;;;;;;;;;;;;;
