"02/09/2015 00:00";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"02/09/2015 01:00";"37.65718107";"81400000";"00:51";"35.89161822";"00:41";"41.43848877";"0.88011282";"720";"4.7064511";"80400000";"00:44";"1.40588213";"00:26";"9.84117681";"1.64540984";"720";"0.20057597";"80400000";"00:56";"0.12246714";"00:59";"0.57353589";"0.07561048";"720";"52.4086899";"80400000";"00:23";"46.27077315";"00:26";"58.3213911";"2.68251291";"720";"0.56450924";"80400000";"00:21";"0.3883923";"00:36";"1.042485";"0.27615516";"4";;;;;;;;
"02/09/2015 02:00";;;;;;;;;"1.51587949";"80400000";"01:32";"0.0";"01:03";"5.38921482";"1.27848748";"720";"0.1638961";"80400000";"01:59";"0.10791736";"01:00";"0.48623256";"0.04230846";"720";"56.55092835";"80400000";"01:10";"36.411144";"01:11";"91.40585265";"3.13827465";"720";"0.90019958";"80400000";"01:36";"0.39130906";"01:51";"2.02021457";"0.66511597";"4";;;;;;;;
"02/09/2015 03:00";"37.81580256";"80400000";"02:18";"35.89161822";"02:27";"41.43848877";"0.84377236";"720";;;;;;;;;"0.17216203";"81400000";"02:03";"0.09336642";"02:56";"0.32617568";"0.03901587";"720";"48.97060665";"80400000";"02:58";"36.8493657";"02:19";"64.2371646";"8.15301638";"720";"0.36129027";"80400000";"02:21";"0.0";"02:51";"0.8544356";"0.30938259";"4";;;;;;;;
"02/09/2015 04:00";"38.05144146";"80400000";"03:27";"36.21790233";"03:50";"42.09106716";"0.83169548";"720";"4.89683085";"80400000";"03:58";"0.0";"03:20";"11.01274525";"2.31500754";"720";;;;;;;;;"51.3959481";"81400000";"03:15";"41.8886958";"03:59";"60.074238";"3.91541094";"720";"0.87635704";"80400000";"03:21";"0.42287267";"03:06";"1.75341275";"0.5252866";"4";;;;;;;;
"02/09/2015 05:00";"38.70311472";"80400000";"04:15";"36.21790233";"04:25";"42.41736144";"1.05968756";"720";"12.27315668";"80400000";"04:01";"0.70294106";"04:59";"23.6656844";"5.41957738";"720";"0.25130338";"80400000";"04:02";"0.14254038";"04:14";"0.56434256";"0.06532974";"720";;;;;;;;;"1.36357224";"80400000";"04:21";"0.40930487";"04:06";"2.83728355";"0.92793419";"4";;;;;;;;
"02/09/2015 06:00";"40.15692639";"80400000";"05:17";"37.84933305";"05:55";"45.02766483";"1.178942";"720";"37.40036432";"80400000";"05:09";"17.57352851";"05:53";"115.51665392";"18.89763631";"720";"0.3842685";"80400000";"05:06";"0.20071963";"05:20";"0.72433637";"0.08889414";"720";;;;;;;;;"1.39358188";"80400000";"05:06";"0.72669125";"05:51";"1.88516714";"0.42045526";"4";;;;;;;;
"02/09/2015 07:00";"41.02021701";"80400000";"06:14";"38.82819555";"06:38";"44.37507627";"0.86627857";"720";"46.01985152";"80400000";"06:52";"7.7323517";"06:04";"76.85488584";"23.67608568";"720";"0.43883278";"80400000";"06:43";"0.14254038";"06:21";"1.43703712";"0.25384378";"720";;;;;;;;;"5.28712875";"80400000";"06:06";"1.78702867";"06:21";"9.87418724";"3.02985149";"4";;;;;;;;
"02/09/2015 08:00";"41.26311729";"80400000";"07:20";"39.15448983";"07:55";"45.35394894";"0.93205813";"720";"17.53057161";"80400000";"07:51";"4.21764638";"07:56";"44.0509504";"7.09402859";"720";"0.4768103";"80400000";"07:53";"0.15708549";"07:06";"2.65881067";"0.48164582";"720";;;;;;;;;"2.0285682";"80400000";"07:51";"1.06102186";"07:21";"3.91644056";"1.10947479";"4";;;;;;;;
"02/09/2015 09:00";"41.84681427";"80400000";"08:59";"39.80706822";"08:41";"46.00652733";"0.86098";"720";"11.52888582";"80400000";"08:07";"2.57745057";"08:16";"19.21372624";"3.51117194";"720";"0.29251392";"80400000";"08:04";"0.12799528";"08:30";"0.52070842";"0.07600877";"720";;;;;;;;;"0.79719782";"80400000";"08:36";"0.63520701";"08:51";"1.09318245";"0.17615152";"4";;;;;;;;
"02/09/2015 10:00";"41.89257927";"80400000";"09:09";"39.80706822";"09:43";"45.68024322";"0.85908736";"720";"18.05940404";"80400000";"09:07";"6.56078518";"09:09";"45.9254752";"7.64732698";"720";"0.33233104";"80400000";"10:00";"0.18617453";"09:31";"0.82615093";"0.09504016";"720";;;;;;;;;"1.17804195";"80400000";"09:06";"0.7790759";"09:51";"1.70496897";"0.37149078";"4";;;;;;;;
"02/09/2015 11:00";"42.91450155";"80400000";"10:08";"40.78591038";"10:21";"46.00652733";"0.66898667";"720";"14.50792522";"80400000";"10:03";"7.49803993";"10:09";"19.44802272";"2.19547121";"720";"0.27324192";"80400000";"10:19";"0.15708549";"10:10";"0.52070842";"0.06115414";"720";;;;;;;;;"1.41755969";"80400000";"10:21";"1.16728006";"10:51";"1.95285764";"0.31256885";"4";;;;;;;;
"02/09/2015 12:00";"43.1863965";"80400000";"11:30";"41.11220466";"11:56";"46.65908538";"0.84752102";"720";"14.85256131";"80400000";"11:01";"7.26372624";"11:59";"43.5823192";"4.86688319";"720";"0.25898064";"80400000";"11:34";"0.11345018";"11:16";"0.9570557";"0.13333888";"720";;;;;;;;;"1.10112726";"80400000";"11:51";"0.78360765";"11:36";"1.39430802";"0.22009507";"4";;;;;;;;
